Name,URL (CdV),Kurzbeschreibung,Beschreibung,Links,Lizenz des Quellcodes,Datensätze,Projekttyp,Bild,Event
Visualisierung jüdischen Lebens,https://codingdavinci.de/de/projects/2017/visjuedleb.html,Eine Karte jüdischen Lebens im Berlin der 30er & 40er Jahre,"Das Projekt “Visualisierung jüdischen Lebens” erstellte eine Website, welche die soziale Struktur der jüdischen Bevölkerung Berlins und die Veränderungen derselben durch die Deportationen visualisiert. So werden die Ausmaße hinter den Zahlen der Transportlisten anschaulicher und verständlicher.
Dabei wurden die Daten und Informationen des jüdischen Adressbuches von 1931 (ZLB), der Minderheitencensus von 1939, Teile der Karteikarten der Reichsvereinigung der Juden (ITS) und das Gedenkbuch vom Bundesarchiv miteinander kombiniert und statistisch ausgewertet sowie einige Aspekte davon auf einer Berlin Karte visualisiert.
Über 100 000 Einträge wurden bearbeitet und teils interaktiv aufbereitet.","Webseite (https://urbanhistory.de/), github (https://github.com/Celephais/jewish_berlin_open_data)",,"Einträge des Jüdischen Adressbuchs von Groß-Berlin 1931, Kartei der Reichsvereinigung der Juden","website, visualization",visjuedleb.png,Berlin 2017
Skelex,https://codingdavinci.de/de/projects/2017/skelex.html,"Ausstellungsstücke virtuell greifen, rotieren und auseinanderziehen.","Mit Skelex können die Ausstellungsstücke aus dem Naturkundemuseum, beispielsweise Skelette von Schlangenköpfen, immersiv erlebt werden. Skelex ist eine Virtual-Reality-Anwendung, mit der die Nutzer/innen in eine virtuelle Umgebung eintauchen, die einer Museumsatmosphäre nachempfunden ist. Dort kann man die Museumsgegenstände nicht nur angucken, sondern auch greifen, rotieren und auseinanderziehen. Aber auch weitere Interaktionsmöglichkeiten wie das Vermessen von Knochen, ein CAT-Scan, Einblendung von Knochenbeschriftungen oder Animationen sind möglich. Man kann die Ausstellungsstücke also nicht nur ansehen, sondern darf sie anfassen und direkt damit experimentieren.
Skelex kann beim Museumsbesuch mit der ganzen Familie genutzt werden. Aber als Education-App kann man sie auch zu Hause oder im Unterricht in der Schule verwenden.","Webseite (https://cdv-skelex.github.io/), Quellcode (GitHub) (https://github.com/cdv-skelex/skelex)",MIT license,3D-Scans biologischer Sammlungsobjekte,VR,skelex.png,Berlin 2017
Musik Lovers,https://codingdavinci.de/de/projects/2017/musik_lovers.html,Analyse des Musikprogramms des Konzerthauses Berlin,"Das Projekt Musik Lovers analysierte die Konzertdaten 2008-2018 des Konzerthauses Berlin. Bei Klassischer Musik ist das Angebot so vielfältig und sind die Aufführungen so zahlreich, dass es fast unmöglich ist, einen Überblick über Trends und Muster in den angebotenen Konzertprogrammen zu behalten – selbst für die künstlerische Leitung der Häuser. Das Konzerthaus Berlin ist darüber hinaus kein Standardhaus, denn es verfolgt eine Philosophie der Inklusion und möchte die vielen Gesichter Berlins spiegeln, das Motto des Hauses ist „Der Klang von Berlin“.
Die Analyse des Projektes Musik Lovers verfolgte Fragen wie:
Ist das Angebot des Konzerthauses so vielgestaltig wie Berlin?
Welche Komponisten wurden am meisten aufgeführt?
Welches ist dass meistaufgeführte Musikstück der letzten 10 Jahre?
Musik Lovers ist eines der wenigen Male – vielleicht sogar das erste Mal überhaupt – dass Datascience auf ein Angebot Klassischer Musik angewendet wird. Dabei ist die Wichtigkeit dieser Methode bereits von großen Unternehmen wie EMI erkannt worden, die z.B. 2012 einen Hackathon für die besten Datascience-Lösungen für die Popmusik-Branche gesponsort haben. Aber diese Methode kann ebenso wichtig und fruchtbar für das Management Klassischer Musik und die begleitende Musikwissenschaft sein.
Das Projekt nutzte für die Auswertung das Datascience-Tool „Tableau“. Die Ergebnisse der Auswertung sind auf der Website „musiklovers.eu“ abrufbar, die auf Jekyll basiert und damit leicht zugänglich und teilbar ist.",Webseite (http://musiklovers.eu/),,Datenmaterial des Konzerthauses Berlin,"website, visualization",musik_lovers.png,Berlin 2017
Berliner MauAR,https://codingdavinci.de/de/projects/2017/mauar.html,Die Berliner Mauer ersteht mit Augmented Reality vor Ort wieder auf,"Das Projekt Berliner MauAR macht mit Hilfe von Fotos und Texten der „Stiftung Berliner Mauer“ die Absurdität der Teilung Berlins wieder erlebbar. Dafür hat das Team eine mobile App geschrieben, welche durch Augmented Reality, GPS Lokalisierung und Cloud Anbindung die Berliner Mauer wieder an den Originalorten erscheinen lässt und dazu historische Bilder der Mauer herunterlädt und dort im freien Feld positioniert, wo sie geschossen wurden. Man kann die Berliner Mauer vor sich sehen und um sie herumlaufen. Die Fotos zeigen, wie die Mauer aussah und wie sie sich über die Zeit veränderte. Bei einem Klick auf die Bilder erscheinen die Erklärungstexte der „Stiftung Berliner Mauer“ im 3D-Raum und geben weitere Einblicke in die Geschichte Berlins.
Das Smartphone wird zur Zeitmaschine; das Archiv der Stiftung wird räumlich durchschreitbar.","Webseite (http://mauar.berlin/), Hackdash Projekt-Seite (https://hackdash.org/projects/59ec668287d0970a0e0a3ca4), github (https://github.com/BerlinerMauAR/MauAR)",MIT license,Fotos der Berliner Mauer,AR,mauar.png,Berlin 2017
Marbles of Remembrance (Murmeln der Erinnerung),https://codingdavinci.de/de/projects/2017/marbles.html,Seit an Seit mit jüdischen Kindern durch Berlin zwischen 1933-1945,"Das Projekt „Murmeln der Erinnerung“ (Marbles of Remembrance) bietet einen interaktiven Weg, das heutige Berlin zu entdecken und dabei gleichzeitig etwas über seine Geschichte zu lernen.
Das Projekt hat einen Chatbot programmiert, den man aktiv nach Informationen zur Stadt fragen kann und der in der Lage ist, die Nutzer auf den Spuren jüdischer Kinder, die während der Nazizeit 1933-1945 in Berlin lebten und zur Schule gingen, durch die Stadt zu leiten.
Die Kinder sind „wertvolle Murmeln“ (precious marbles), die über die ganze Stadt Berlin verteilt sind und zu den Hauptcharakteren und zur Hauptquelle unseres Berlin-Kulturguides werden.",github (https://github.com/leonardomra/berlinbot-codingdavinci),,Kartei der Reichsvereinigung der Juden,chat bot,marbles.png,Berlin 2017
Exploring The Hidden Kosmos,https://codingdavinci.de/de/projects/2017/hidden_kosmos.html,In die Köpfe wissenschaftlich interessierter Berliner der 1820er gucken.,"In seinen Kosmos Vorlesungen vermittelte Alexander von Humboldt das Wissen seiner Zeit einem breiteren interessierten Publikum, zu dem auch Frauen gehören durften. Der berühmte und weit gereiste Gelehrte gab somit ein wichtiges sozialpolitisches Statement in die Öffentlichkeit.
Zu den Vorlesungen existiert kein von Humboldt autorisiertes Skript, jedoch gibt es 10 überlieferte Nachschriften von Zuhörer/innen. Um interessierte Menschen auch außerhalb der akademischen Welt einzuladen, sich mit den Vorlesungen und dem Stand der Wissenschaft des beginnenden 19. Jahrhunderts und ihrer Rezeption in der Öffentlichkeit zu beschäftigen, hat das Projekt „Exploring the Hidden Kosmos“ eine Webseite erstellt. Diese hat zwei Schwerpunkte:
Die Scans und Umschriften der Nachschriften können mit einem Tool dargestellt werden, welches vergleichendes Lesen ermöglicht. So können die teils starken inhaltlichen Abweichungen in den Nachschriften besser erfasst werden und Rückschlüsse über die Lebensvielfalt wissenschaftlich interessierter Berliner der 1820er geben.
Wir laden die Besucher der Seite ein, sich mit einzelnen Themen der Vorlesung spielerisch auseinander zu setzen und nachzuvollziehen, wie das damalige Wissen entstand und vermittelt wurde im Kontrast zu den digitalen Mitteln, die uns heute dafür zur Verfügung stehen. Um die Fantasie der Leser anzuregen, haben wir exemplarisch die Entstehung der Insel Sabrina auf den Azoren aufgearbeitet, die Humboldt in der vierten öffentlichen Vorlesung thematisiert. Dazu haben wir:
	a) Aus den unterschiedlichen Nachschriften einen fiktiven Dialog erarbeitet, der als Hörspiel (Audio-File) auf unserer Seite als liegt.
	b) Die Entstehung der Vulkaninsel in einen größeren Kontext eingeordnet und die Ergebnisse mit dem Stand der heutigen Forschung und aktuellen politischen Prozessen gegenübergestellt.","Webseite (http://humboldt-kosmos.oklab-potsdam.de), github (https://github.com/calculatinginfinity/ExploringTheHiddenKosmos), wikipedia article (https://de.wikipedia.org/wiki/Sabrina_(Azoren))",MIT license,Alexander von Humboldts Kosmos-Vorträge,"remix, website, tool",hidden_kosmos.jpg,Berlin 2017
Haxorpoda Collective,https://codingdavinci.de/de/projects/2017/haxorpoda.html,"Insekten ausschneiden, sortieren und zu individuellen Postern zusammenstellen.","Aus der ursprünglichen Idee die Insekten des Naturkunde Museums zu sortieren, sind folgende Kunst- und Wissenschaftsprojekte entstanden:
„Bug-Cruncher“ schneidet einzelne Insekten aus den hochauflösenden Insektenkasten-Scans aus.
„wOgus“: Mit der Anwendung wOgus kann der Nutzer einen eigenen, farblich sortierten Insektenkasten designen, modifizieren und als hochauflösendes Poster ausdrucken. Der Nutzer entscheidet ob seine Insektensammlung vielfältig und abwechslungsreich oder ganz spezielle Farben, Formen und Insektenarten haben soll. Der persönliche Insektenkasten füllt sich automatisch und ist zu jeder Zeit nach Farbe sortiert.
„Bug-Feed“ twittert jeden Tag ein neues Insekt und verlinkt dabei sowohl die Originaldaten als auch die anderen Projekte des Haxorpoda-Kollektivs.
 
 ","github (https://github.com/shoutrlabs/bug-cruncher), twitter (https://twitter.com/haxorpoda)",,"Insektenkästen, hoch aufgelöst","twitter bot, tool",haxorpoda.jpg,Berlin 2017
FRITZ reist um die Welt,https://codingdavinci.de/de/projects/2017/fritz.html,Mit Crowdsourcing spielerisch 100.000 historische Fahrkarten sortieren.,"Das Projekt “FRITZ reist um die Welt” hat es sich zum Ziel gesetzt, die bislang noch ausstehende Verschlagwortung der umfangreichen historischen Fahrkartensammlung des Deutschen Technikmuseums mithilfe eines Crowdsourcing-Tools voranzutreiben.
Über 100.000 Fahrkarten aus der ganzen Welt hat der Opernsänger Fritz Hellmuth Ende des 19. Jahrhunderts gesammelt. Sie ruhen im Fahrkartenschrank des Deutschen Technikmuseums und als Scans auf Wikimedia. Aber niemand weiß, wer wann von wo und wohin gefahren ist. FRITZ will das ändern – mit Eurer Hilfe. Vielleicht wissen wir bald: fuhr Fritz in 80 Tagen um die Welt?
Die Web-App bietet zwei Nutzungsmöglichkeiten: einen Spiele- und einen Erkundungsmodus. Ein künstlerisch gestaltetes Einführungsvideo erklärt die Sammlung und das Projekt. Im Spielemodus werden dem Benutzer anschließend noch nicht bearbeitete Fahrkarten vorgelegt, die er mit Metadaten wie Abfahrts- und Zielort, Kategorie und Beschreibungstext anreichert; abwechselnd werden ihm auch die Eingaben anderer Benutzer zur Kontrolle vorgelegt. Für die Verschlagwortung wird er mit Punkten belohnt. Wer ein Profil erstellt, kann seinen Punktestand speichern. Eine Rangliste zeigt die User mit den meisten Punkten an. Nach der Eingabe wird die Fahrkarte und die gefahrene Verbindung auf einer Weltkarte markiert. Diese dient als Ausgangspunkt zum Erkunden der Sammlung.
Im Erkundungsmodus ermöglichen darüber hinaus tabellarische Ansichten der Tickets, der aufgenommenen Orte und Kategorien eine bequeme Verwaltung der digitalisierten Fahrkartensammlung. Der Benutzer kann zwischen Spiel- und Erkundungsmodus jederzeit hin- und herschalten. Eine REST-API bietet Exportfunktionen der gesammelten Daten im JSON- und CSV-Format.","Webseite (https://fahrkartentool.sdtb.de), github (https://github.com/thsneumann/fritz)",,Historische Fahrkartensammlung,"web app, tool",fritz.png,Berlin 2017
Free Bugs,https://codingdavinci.de/de/projects/2017/freebugs.html,"Käfer digital organisch Krabbeln lassen, untersuchen und vergleichen.","Die Website „Free Bugs“ erweckt die Insektenkästen des Museums für Naturkunde Berlin zum Leben. Über ein einfaches Auswahlmenü können Käfer oder Käferfamilien ausgewählt werden, die in Folge organisch über den Bildschirm krabbeln. Bei Klick auf einen krabbelnden Käfer können weitere Informationen zur Art abgefragt werden. Der interaktive Umgang hilft, Scheu oder Ekel vor Insekten abzubauen und stattdessen die Faszination für die Vielfalt der Formen und Farben zu erwecken.
Die Artenvielfalt von Insekten ist rückläufig, was die Balance unserer Ökosysteme gefährdet. Über die Anwendung “Free Bugs” soll ein ungewöhnlicher, spielerischer Zugang zum Kennenlernen und Wertschätzen der Artenvielfalt ermöglicht werden.
“Free Bugs” hat gewisse Vorteile für die Wissensvermittlung: Im Gegensatz zu Käfern in der freien Wildbahn lassen sich hier durch das direkte Gegenüberstellen Vergleiche innerhalb und außerhalb einer Käferfamilie ziehen. Durch die Zoomfunktion lassen sich Details wie Farbenpracht, Muster und besondere Formgebung entdecken.
Technisch realisiert wurde das Projekt mit in der Programmiersprache des Webs “JavaScript” und der Open Source Bibliothek namens ReactJS, mit der sich reaktive Anwendungen entwickeln lassen. Dadurch kann die Anwendung im Webbrowser laufen und ist somit für viele Menschen einfach zugänglich.
Erweitert werden kann das Projekt durch Hinzufügen weiterer Käferarten und deren Metadaten wie bspw. Name des Entdeckers, Jahr der Entdeckung, Vorkommen, Populationsgröße, Gefährdungsgrad, durchschnittliche Größe, Feinde, Ernährung und Fortpflanzung, um einige zu nennen. Ebenfalls können zukünftige spielerische Elemente wie ein Memory- oder “Finde den Käfer”-Spiel dem Projekt einen Gaming-Charakter geben.
 ",github (https://github.com/enryco/free-bugs),,"Insektenkästen, hoch aufgelöst",web app,freebugs.jpg,Berlin 2017
Historisches Fahrkarten-Memory,https://codingdavinci.de/de/projects/2017/fahrkarten_memory.html,Memory mit den schönsten historischen Eisenbahn-Fahrkarten,"Fritz Hellmuths Fahrkarten bieten nicht nur einen spannenden Blick in die Vergangenheit, sondern auch einen schönen – viele haben ein besonders schönes Design. Die Daten auf den Fahrkarten wie bspw. Reiseausgangsort, Reiseziel, Datum und Art der Fahrkarte bieten Impulse für Gespräche über die Geschichte des Reisens und eigene Reisebeschreibungen und führen Kinder ""irgendwie ganz anders"" in die Geschichte der Eisenbahn ein. Außerdem bieten die Fahrkarten Stoff für eigenes gestalterisches Arbeiten bspw. für die Erstellung eigener Comics oder fantastischer Rollenspiele.
SPIELANLEITUNG MEMORY:
Ihr solltet mindestens zu zweit sein, aber auch mit Mehreren macht das Fahrkarten-Memory Spaß. Jede Fahrkarte ist zweimal im Spiel enthalten. Ziel des Spiels ist es, so viele Fahrkarten-Paare wie möglich aufzudecken. Alle Karten werden zu Spielbeginn mit der Deckseite nach oben ausgebreitet. Nun darf jeder Mitspieler nacheinander zwei Karten umdrehen. Sind es die gleichen Karten, kann das Paar aufgenommen und auf den eigenen Stapel gelegt werden. Wenn nicht, müssen die Karten wieder umdreht werden und der nächste Mitspieler ist an der Reihe. Wichtig ist, sich die Position der umgedrehten Karten bei jedem Spielzug zu merken! Wer die meisten Paare gefunden hat, hat am Ende gewonnen.",,,Historische Fahrkartensammlung,game,fahrkarten_memory.jpg,Berlin 2017
Deep Ochsenkopf,https://codingdavinci.de/de/projects/2017/deep_ochsenkopf.html,Künstliche Intelligenz träumt mittelalterliche Wasserzeichen.,"Das Projekt nutzt DeepDream, um „halluzinierende Bilder“ zu erzeugen. Dafür wurden künstliche neuronale Netze mit den historischen Wasserzeichen (die allermeisten davon zeigen Ochsenköpfe) der Universitätsbibliothek Leipzig trainiert. Anschließend wurden willkürliche Bilder an das trainierte Netzwerk verfüttert. Die Software sucht und findet in diesen Bildern Strukturen, die den Strukturen der Wasserzeichen ähneln und verstärkt diese. So entstehen neue Bilder.
Als willkürliche Bilder wurden die Gemälde der Kreuzberger Boheme aus der Sammlung des Friedrichshain-Kreuzberg Museums (FHXB) ausgewählt.
Es gibt auch eine Onlineversion des Projektes, auf der die Besucher eigene DeepDream-Bilder erzeugen können und Anleitungen darüber finden, wie sie die Technik auf ihren eigenen Rechnern installieren und nutzen können.","Webseite (https://vis.one/deep-ochsenkopf/), github (pytorch) (https://github.com/jfilter/deep-dream-pytorch), github (deep-ochsenkopf) (https://github.com/jfilter/deep-ochsenkopf), github (deep-ochsenkopf-generator) (https://github.com/jfilter/deep-ochsenkopf-generator)",MIT license,"Künstlerkreis “Kreuzberger Boheme”, Wasserzeichensammlung der UB Leipzig",remix,deep_ochsenkopf.jpg,Berlin 2017
